iter	Passed	Remaining
1244	17146	24073
1245	17158	24058
1246	17169	24040
1247	17180	24022
1248	17191	24005
1249	17203	23988
1250	17215	23972
1251	17229	23958
1252	17241	23942
1253	17252	23924
1254	17264	23908
1255	17277	23893
1256	17288	23876
1257	17298	23858
1258	17310	23841
1259	17321	23823
1260	17334	23808
1261	17345	23791
1262	17356	23773
1263	17366	23755
1264	17377	23738
1265	17389	23722
1266	17401	23706
1267	17412	23688
1268	17425	23672
1269	17436	23656
1270	17449	23640
1271	17460	23623
1272	17471	23605
1273	17482	23589
1274	17494	23572
1275	17506	23557
1276	17519	23541
1277	17530	23524
1278	17541	23507
1279	17552	23490
1280	17565	23474
1281	17575	23457
1282	17587	23441
1283	17600	23425
1284	17611	23408
1285	17624	23393
1286	17635	23377
1287	17646	23359
1288	17658	23343
1289	17670	23327
1290	17687	23318
1291	17713	23321
1292	17731	23312
1293	17747	23301
1294	17765	23293
1295	17780	23282
1296	17795	23270
1297	17815	23264
1298	17836	23260
1299	17850	23246
1300	17866	23235
1301	17882	23225
1302	17900	23216
1303	17914	23203
1304	17935	23199
1305	17952	23189
1306	17963	23173
1307	17975	23156
1308	17987	23140
1309	17999	23124
1310	18012	23109
1311	18032	23103
1312	18043	23087
1313	18055	23071
1314	18068	23055
1315	18081	23042
1316	18094	23026
1317	18105	23010
1318	18124	23002
1319	18142	22994
1320	18158	22982
1321	18170	22967
1322	18183	22953
1323	18195	22936
1324	18207	22920
1325	18221	22907
1326	18233	22891
1327	18246	22876
1328	18258	22860
1329	18270	22844
1330	18283	22830
1331	18295	22814
1332	18306	22797
1333	18318	22781
1334	18332	22768
1335	18345	22753
1336	18356	22736
1337	18367	22719
1338	18379	22703
1339	18390	22686
1340	18403	22671
1341	18418	22658
1342	18429	22642
1343	18440	22625
1344	18452	22609
1345	18465	22594
1346	18476	22578
1347	18488	22561
1348	18499	22544
1349	18510	22528
1350	18523	22513
1351	18536	22498
1352	18547	22482
1353	18558	22464
1354	18570	22448
1355	18583	22434
1356	18595	22418
1357	18606	22402
1358	18618	22386
1359	18632	22372
1360	18649	22363
1361	18662	22348
1362	18675	22333
1363	18687	22317
1364	18698	22301
1365	18711	22286
1366	18723	22271
1367	18735	22254
1368	18747	22239
1369	18759	22223
1370	18771	22208
1371	18783	22192
1372	18795	22176
1373	18806	22160
1374	18820	22146
1375	18833	22132
1376	18845	22116
1377	18856	22100
1378	18868	22083
1379	18880	22067
1380	18893	22053
1381	18904	22036
1382	18915	22020
1383	18926	22003
1384	18937	21986
1385	18950	21971
1386	18965	21960
1387	18978	21945
1388	18989	21929
1389	19000	21912
1390	19012	21896
1391	19024	21881
1392	19036	21865
1393	19047	21848
1394	19059	21832
1395	19071	21817
1396	19084	21803
1397	19095	21786
1398	19107	21770
1399	19119	21755
1400	19137	21745
1401	19150	21731
1402	19161	21715
1403	19174	21700
1404	19186	21685
1405	19200	21671
1406	19212	21656
1407	19224	21641
1408	19236	21625
1409	19248	21610
1410	19261	21596
1411	19274	21580
1412	19286	21566
1413	19298	21550
1414	19310	21534
1415	19324	21521
1416	19337	21506
1417	19349	21491
1418	19365	21481
1419	19379	21468
1420	19403	21465
1421	19459	21498
1422	19489	21502
1423	19501	21487
1424	19513	21471
1425	19528	21459
1426	19540	21443
1427	19552	21428
1428	19565	21413
1429	19577	21398
1430	19592	21386
1431	19605	21371
1432	19617	21356
1433	19629	21340
1434	19641	21325
1435	19656	21313
1436	19670	21299
1437	19683	21285
1438	19695	21269
1439	19708	21254
1440	19721	21240
1441	19733	21225
1442	19745	21209
1443	19757	21194
1444	19770	21179
1445	19784	21166
1446	19801	21156
1447	19813	21140
1448	19825	21125
1449	19839	21111
1450	19855	21101
1451	19872	21090
1452	19885	21076
1453	19898	21061
1454	19910	21046
1455	19924	21033
1456	19939	21020
1457	19952	21006
1458	19965	20991
1459	19978	20977
1460	19991	20963
1461	20004	20948
1462	20017	20934
1463	20029	20918
1464	20041	20903
1465	20055	20889
1466	20067	20874
1467	20078	20858
1468	20091	20843
1469	20106	20831
1470	20120	20818
1471	20135	20806
1472	20174	20818
1473	20196	20813
1474	20251	20842
1475	20302	20866
1476	20320	20857
1477	20346	20855
1478	20370	20852
1479	20389	20844
1480	20415	20842
1481	20440	20840
1482	20456	20828
1483	20470	20815
1484	20486	20803
1485	20540	20830
1486	20560	20822
1487	20577	20812
1488	20591	20798
1489	20604	20784
1490	20618	20770
1491	20631	20755
1492	20646	20743
1493	20659	20728
1494	20671	20713
1495	20685	20699
1496	20697	20684
1497	20709	20668
1498	20720	20651
1499	20732	20635
1500	20745	20620
1501	20756	20604
1502	20770	20590
1503	20782	20575
1504	20794	20559
1505	20807	20545
1506	20818	20528
1507	20830	20512
1508	20842	20497
1509	20853	20480
1510	20866	20466
1511	20878	20450
1512	20892	20436
1513	20903	20419
1514	20914	20404
1515	20928	20389
1516	20940	20374
1517	20951	20358
1518	20962	20341
1519	20974	20325
1520	20986	20310
1521	20997	20294
1522	21009	20278
1523	21019	20261
1524	21031	20244
1525	21044	20230
1526	21056	20214
1527	21067	20199
1528	21079	20183
1529	21092	20168
1530	21104	20153
1531	21116	20137
1532	21127	20121
1533	21141	20107
1534	21151	20090
1535	21164	20076
1536	21178	20062
1537	21190	20046
1538	21200	20029
1539	21212	20014
1540	21225	19999
1541	21241	19987
1542	21252	19971
1543	21263	19955
1544	21274	19938
1545	21286	19923
1546	21298	19908
1547	21309	19892
1548	21321	19876
1549	21333	19860
1550	21347	19846
1551	21359	19832
1552	21372	19817
1553	21385	19802
1554	21397	19787
1555	21410	19773
1556	21422	19757
1557	21436	19743
1558	21448	19728
1559	21461	19714
1560	21475	19701
1561	21488	19686
1562	21500	19670
1563	21513	19656
1564	21525	19641
1565	21538	19626
1566	21548	19609
1567	21560	19593
1568	21572	19578
1569	21584	19563
1570	21596	19548
1571	21608	19532
1572	21619	19516
1573	21630	19500
1574	21645	19488
1575	21660	19475
1576	21674	19461
1577	21686	19446
1578	21697	19430
1579	21708	19414
1580	21722	19400
1581	21738	19388
1582	21750	19373
1583	21760	19356
1584	21772	19341
1585	21785	19326
1586	21797	19311
1587	21808	19295
1588	21820	19279
1589	21830	19263
1590	21844	19249
1591	21856	19234
1592	21868	19218
1593	21880	19203
1594	21892	19188
1595	21906	19174
1596	21919	19161
1597	21931	19145
1598	21943	19130
1599	21955	19115
1600	21971	19103
1601	21983	19088
1602	21995	19072
1603	22007	19057
1604	22019	19042
1605	22032	19028
1606	22044	19012
1607	22057	18998
1608	22069	18983
1609	22081	18968
1610	22094	18953
1611	22106	18938
1612	22118	18923
1613	22130	18908
1614	22142	18892
1615	22155	18878
1616	22167	18863
1617	22178	18847
1618	22190	18832
1619	22202	18817
1620	22217	18804
1621	22229	18789
1622	22241	18774
1623	22253	18759
1624	22265	18744
1625	22280	18731
1626	22296	18719
1627	22309	18705
1628	22322	18691
1629	22336	18677
1630	22351	18664
1631	22365	18651
1632	22379	18637
1633	22392	18623
1634	22408	18611
1635	22429	18604
1636	22442	18589
1637	22456	18576
1638	22472	18564
1639	22484	18549
1640	22501	18538
1641	22514	18524
1642	22527	18510
1643	22539	18495
1644	22551	18479
1645	22565	18466
1646	22577	18451
1647	22589	18436
1648	22601	18421
1649	22613	18406
1650	22628	18393
1651	22641	18378
1652	22655	18365
1653	22670	18352
1654	22688	18342
1655	22774	18387
1656	22849	18423
1657	22903	18441
1658	22984	18482
1659	23087	18539
1660	23112	18534
1661	23126	18520
1662	23138	18505
1663	23151	18490
1664	23164	18475
1665	23179	18463
1666	23205	18458
1667	23223	18448
