case:concept:name,simulations,n_match,any_match,all_match
20191012573,10,10,True,True
20191012574,10,10,True,True
20191012580,10,10,True,True
20191012581,10,10,True,True
20191012585,10,10,True,True
20191012587,10,10,True,True
20191012590,10,10,True,True
20191012591,10,10,True,True
20191012595,10,10,True,True
20191012599,10,10,True,True
20191012600,10,10,True,True
20191012602,10,10,True,True
20191012604,10,10,True,True
20191012606,10,10,True,True
20191012607,10,10,True,True
20191012608,10,10,True,True
20191012610,10,10,True,True
20191012611,10,10,True,True
20191012613,10,10,True,True
20191012618,10,10,True,True
20191012622,10,10,True,True
20191012623,10,10,True,True
20191012629,10,10,True,True
20191012631,10,10,True,True
20191012636,10,10,True,True
20191012638,10,9,True,False
20191012640,10,10,True,True
20191012647,10,10,True,True
20191012648,10,10,True,True
20191012649,10,10,True,True
20191012651,10,10,True,True
20191012656,10,10,True,True
20191012657,10,10,True,True
20191012661,10,10,True,True
20191012663,10,10,True,True
20191012664,10,10,True,True
20191012668,10,10,True,True
20191012669,10,10,True,True
20191012671,10,10,True,True
20191012673,10,10,True,True
20191012675,10,10,True,True
20191012677,10,5,True,False
20191012683,10,10,True,True
20191012685,10,10,True,True
20191012687,10,10,True,True
20191012692,10,10,True,True
20191012698,10,10,True,True
20191012700,10,10,True,True
20191012708,10,10,True,True
20191012711,10,10,True,True
20191012714,10,10,True,True
20191012720,10,10,True,True
20191012723,10,10,True,True
20191012726,10,10,True,True
20191012730,10,10,True,True
20191012732,10,10,True,True
20191012733,10,10,True,True
20191012737,10,10,True,True
20191012739,10,10,True,True
20191012746,10,10,True,True
20191012747,10,10,True,True
20191012748,10,10,True,True
20191012749,10,10,True,True
20191012751,10,10,True,True
20191012752,10,10,True,True
20191012753,10,5,True,False
20191012754,10,10,True,True
20191012755,10,10,True,True
20191012758,10,10,True,True
20191012759,10,9,True,False
20191012761,10,10,True,True
20191012766,10,10,True,True
20191012767,10,10,True,True
20191012771,10,10,True,True
20191012772,10,10,True,True
20191012776,10,7,True,False
20191012779,10,10,True,True
20191012780,10,10,True,True
20191012781,10,10,True,True
20191012782,10,10,True,True
20191012786,10,10,True,True
20191012787,10,10,True,True
20191012788,10,10,True,True
20191012790,10,10,True,True
20191012793,10,10,True,True
20191012795,10,10,True,True
20191012796,10,10,True,True
20191012798,10,10,True,True
20191012799,10,10,True,True
20191012800,10,10,True,True
20191012801,10,10,True,True
20191012802,10,10,True,True
20191012807,10,10,True,True
20191012810,10,10,True,True
20191012812,10,10,True,True
20191012816,10,10,True,True
20191012817,10,10,True,True
20191012819,10,10,True,True
20191012821,10,10,True,True
20191012822,10,10,True,True
20191012834,10,10,True,True
20191012839,10,7,True,False
20191012845,10,10,True,True
20191012849,10,10,True,True
20191012851,10,10,True,True
20191012853,10,10,True,True
20191012857,10,10,True,True
20191012861,10,10,True,True
20191012864,10,10,True,True
20191012866,10,10,True,True
20191012871,10,10,True,True
20191012873,10,10,True,True
20191012877,10,10,True,True
20191012881,10,10,True,True
20191012882,10,10,True,True
20191012883,10,10,True,True
20191012893,10,10,True,True
20191012894,10,10,True,True
20191012896,10,10,True,True
20191012906,10,10,True,True
20191012907,10,10,True,True
20191012910,10,10,True,True
20191012915,10,10,True,True
20191012918,10,10,True,True
20191012919,10,10,True,True
20191012922,10,10,True,True
20191012923,10,10,True,True
20191012927,10,10,True,True
20191012935,10,10,True,True
20191012941,10,10,True,True
20191012942,10,10,True,True
20191012945,10,10,True,True
20191012946,10,10,True,True
20191012957,10,10,True,True
20191012959,10,10,True,True
20191012960,10,10,True,True
20191012964,10,10,True,True
20191012966,10,10,True,True
20191012967,10,10,True,True
20191012970,10,10,True,True
20191012971,10,10,True,True
20191012972,10,10,True,True
20191012973,10,10,True,True
20191012975,10,10,True,True
20191012979,10,10,True,True
20191012980,10,10,True,True
20191012981,10,10,True,True
20191012986,10,10,True,True
20191012987,10,10,True,True
20191012988,10,10,True,True
20191012991,10,10,True,True
20191012993,10,10,True,True
20191012996,10,10,True,True
20191012998,10,10,True,True
20191013003,10,10,True,True
20191013005,10,10,True,True
20191013012,10,10,True,True
20191013016,10,10,True,True
20191013018,10,10,True,True
20191013020,10,10,True,True
20191013023,10,10,True,True
20191013025,10,10,True,True
20191013027,10,10,True,True
20191013029,10,10,True,True
20191013030,10,10,True,True
20191013038,10,10,True,True
20191013040,10,10,True,True
20191013043,10,10,True,True
20191013047,10,10,True,True
20191013048,10,10,True,True
20191013049,10,10,True,True
20191013053,10,10,True,True
20191013055,10,10,True,True
20191013056,10,9,True,False
20191013057,10,10,True,True
20191013061,10,10,True,True
20191013063,10,10,True,True
20191013065,10,7,True,False
20191013067,10,10,True,True
20191013071,10,8,True,False
20191013073,10,10,True,True
20191013074,10,10,True,True
20191013075,10,10,True,True
20191013076,10,10,True,True
20191013077,10,10,True,True
20191013079,10,10,True,True
20191013087,10,10,True,True
20191013088,10,10,True,True
20191013089,10,10,True,True
20191013091,10,10,True,True
20191013096,10,10,True,True
20191013102,10,10,True,True
20191013106,10,10,True,True
20191013108,10,10,True,True
20191013109,10,10,True,True
20191013111,10,10,True,True
20191013112,10,10,True,True
20191013115,10,10,True,True
20191013117,10,10,True,True
20191013118,10,10,True,True
20191013119,10,10,True,True
20191013122,10,10,True,True
20191013124,10,10,True,True
20191013125,10,10,True,True
20191013127,10,10,True,True
20191013129,10,10,True,True
20191013130,10,10,True,True
20191013132,10,10,True,True
20191013133,10,8,True,False
20191013137,10,10,True,True
20191013146,10,10,True,True
20191013148,10,10,True,True
20191013150,10,10,True,True
20191013153,10,10,True,True
20191013165,10,10,True,True
20191013169,10,10,True,True
20191013172,10,10,True,True
20191013174,10,10,True,True
20191013176,10,10,True,True
20191013178,10,10,True,True
20191013179,10,10,True,True
20191013180,10,10,True,True
20191013183,10,10,True,True
20191013185,10,10,True,True
20191013186,10,10,True,True
20191013187,10,10,True,True
20191013188,10,10,True,True
20191013189,10,10,True,True
20191013190,10,10,True,True
20191013191,10,10,True,True
20191013192,10,10,True,True
20191013193,10,10,True,True
20191013194,10,10,True,True
20191013195,10,10,True,True
20191013196,10,10,True,True
20191013197,10,10,True,True
20191013198,10,10,True,True
20191013199,10,10,True,True
20191013200,10,10,True,True
20191013201,10,10,True,True
20191013202,10,10,True,True
20191013203,10,10,True,True
20191013204,10,10,True,True
20191013205,10,10,True,True
20191013206,10,10,True,True
20191013210,10,10,True,True
20191013212,10,10,True,True
20191013214,10,10,True,True
20191013215,10,10,True,True
20191013223,10,10,True,True
20191013224,10,10,True,True
20191013225,10,10,True,True
20191013226,10,10,True,True
20191013229,10,10,True,True
20191013230,10,10,True,True
20191013231,10,10,True,True
20191013233,10,10,True,True
20191013234,10,10,True,True
20191013237,10,10,True,True
20191013240,10,10,True,True
20191013244,10,10,True,True
20191013245,10,10,True,True
20191013246,10,10,True,True
20191013251,10,10,True,True
20191013252,10,10,True,True
20191013253,10,10,True,True
20191013256,10,10,True,True
20191013259,10,10,True,True
20191013260,10,10,True,True
20191013261,10,10,True,True
20191013263,10,10,True,True
20191013269,10,10,True,True
20191013275,10,10,True,True
20191013277,10,10,True,True
20191013282,10,10,True,True
20191013283,10,10,True,True
20191013292,10,10,True,True
20191013294,10,10,True,True
20191013295,10,10,True,True
20191013303,10,10,True,True
20191013306,10,10,True,True
20191013308,10,10,True,True
20191013309,10,10,True,True
20191013310,10,10,True,True
20191013312,10,10,True,True
20191013314,10,10,True,True
20191013316,10,10,True,True
20191013321,10,10,True,True
20191013322,10,10,True,True
20191013324,10,10,True,True
20191013326,10,10,True,True
20191013327,10,10,True,True
20191013329,10,10,True,True
20191013331,10,10,True,True
20191013337,10,10,True,True
20191013340,10,10,True,True
20191013342,10,10,True,True
20191013344,10,10,True,True
20191013345,10,10,True,True
20191013348,10,10,True,True
20191013349,10,10,True,True
20191013350,10,10,True,True
20191013351,10,10,True,True
20191013354,10,10,True,True
20191013356,10,10,True,True
20191013358,10,10,True,True
20191013359,10,10,True,True
20191013361,10,10,True,True
20191013367,10,10,True,True
20191013369,10,10,True,True
20191013375,10,10,True,True
20191013378,10,10,True,True
20191013381,10,10,True,True
20191013382,10,10,True,True
20191013387,10,10,True,True
20191013388,10,10,True,True
20191013389,10,10,True,True
20191013390,10,10,True,True
20191013391,10,10,True,True
20191013392,10,10,True,True
20191013393,10,10,True,True
20191013394,10,10,True,True
20191013396,10,10,True,True
20191013398,10,10,True,True
20191013400,10,10,True,True
20191013402,10,10,True,True
20191013404,10,10,True,True
20191013406,10,10,True,True
20191013407,10,10,True,True
20191013412,10,10,True,True
20191013413,10,10,True,True
20191013414,10,10,True,True
20191013416,10,10,True,True
20191013419,10,10,True,True
20191013423,10,10,True,True
20191013424,10,10,True,True
20191013428,10,10,True,True
20191013433,10,10,True,True
20191013439,10,10,True,True
20191013441,10,10,True,True
20191013442,10,10,True,True
20191013446,10,10,True,True
20191013448,10,10,True,True
20191013449,10,10,True,True
20191013450,10,10,True,True
20191013452,10,10,True,True
20191013453,10,10,True,True
20191013457,10,10,True,True
20191013460,10,10,True,True
20191013461,10,10,True,True
20191013463,10,10,True,True
20191013464,10,10,True,True
20191013469,10,10,True,True
20191013472,10,10,True,True
20191013476,10,10,True,True
20191013477,10,10,True,True
20191013479,10,10,True,True
20191013493,10,10,True,True
20191013500,10,10,True,True
20191013501,10,10,True,True
20191013502,10,10,True,True
20191013503,10,10,True,True
20191013504,10,10,True,True
20191013505,10,10,True,True
20191013507,10,10,True,True
20191013509,10,10,True,True
20191013511,10,10,True,True
20191013515,10,10,True,True
20191013520,10,10,True,True
20191013524,10,10,True,True
20191013525,10,10,True,True
20191013526,10,10,True,True
20191013530,10,10,True,True
20191013532,10,10,True,True
20191013534,10,10,True,True
20191013535,10,10,True,True
20191013541,10,10,True,True
20191013542,10,10,True,True
20191013544,10,10,True,True
20191013545,10,10,True,True
20191013546,10,10,True,True
20191013550,10,10,True,True
20191013551,10,10,True,True
20191013554,10,10,True,True
20191013557,10,10,True,True
20191013560,10,10,True,True
20191013562,10,10,True,True
20191013563,10,10,True,True
20191013566,10,10,True,True
20191013568,10,10,True,True
20191013570,10,10,True,True
20191013576,10,10,True,True
20191013577,10,10,True,True
20191013582,10,10,True,True
20191013583,10,10,True,True
20191013585,10,10,True,True
20191013586,10,10,True,True
20191013587,10,10,True,True
20191013598,10,10,True,True
20191013599,10,10,True,True
20191013601,10,10,True,True
20191013602,10,10,True,True
20191013604,10,10,True,True
20191013605,10,10,True,True
20191013606,10,10,True,True
20191013611,10,10,True,True
20191013612,10,10,True,True
20191013613,10,10,True,True
20191013614,10,10,True,True
20191013618,10,10,True,True
20191013621,10,10,True,True
20191013625,10,10,True,True
20191013626,10,10,True,True
20191013636,10,10,True,True
20191013638,10,10,True,True
20191013640,10,10,True,True
20191013641,10,10,True,True
20191013642,10,10,True,True
20191013645,10,10,True,True
20191013646,10,10,True,True
20191013648,10,10,True,True
20191013649,10,10,True,True
20191013653,10,10,True,True
20191013655,10,10,True,True
20191013657,10,10,True,True
20191013660,10,10,True,True
20191013662,10,10,True,True
20191013663,10,10,True,True
20191013667,10,10,True,True
20191013669,10,10,True,True
20191013673,10,10,True,True
20191013674,10,10,True,True
20191013677,10,10,True,True
20191013679,10,10,True,True
20191013681,10,10,True,True
20191013682,10,10,True,True
20191013683,10,10,True,True
20191013685,10,10,True,True
20191013688,10,10,True,True
20191013689,10,10,True,True
20191013693,10,10,True,True
20191013695,10,10,True,True
20191013696,10,10,True,True
20191013699,10,10,True,True
20191013700,10,8,True,False
20191013703,10,10,True,True
20191013707,10,10,True,True
20191013709,10,10,True,True
20191013710,10,10,True,True
20191013714,10,10,True,True
20191013718,10,10,True,True
20191013719,10,10,True,True
20191013721,10,10,True,True
20191013723,10,10,True,True
20191013724,10,10,True,True
20191013726,10,10,True,True
20191013728,10,10,True,True
20191013730,10,10,True,True
20191013732,10,10,True,True
20191013733,10,10,True,True
20191013737,10,10,True,True
20191013738,10,10,True,True
20191013741,10,10,True,True
20191013743,10,10,True,True
20191013744,10,10,True,True
20191013748,10,10,True,True
20191013750,10,10,True,True
20191013751,10,10,True,True
20191013755,10,5,True,False
20191013756,10,10,True,True
20191013757,10,6,True,False
20191013759,10,10,True,True
20191013760,10,10,True,True
20191013761,10,10,True,True
20191013762,10,10,True,True
20191013763,10,10,True,True
20191013767,10,10,True,True
20191013768,10,6,True,False
20191013769,10,10,True,True
20191013770,10,10,True,True
20191013771,10,10,True,True
20191013776,10,10,True,True
20191013777,10,10,True,True
20191013779,10,10,True,True
20191013784,10,10,True,True
20191013790,10,10,True,True
20191013795,10,10,True,True
20191013796,10,10,True,True
20191013797,10,10,True,True
20191013798,10,10,True,True
20191013802,10,10,True,True
20191013803,10,10,True,True
20191013805,10,10,True,True
20191013806,10,10,True,True
20191013811,10,10,True,True
20191013812,10,10,True,True
20191013815,10,10,True,True
20191013817,10,10,True,True
20191013818,10,10,True,True
20191013820,10,10,True,True
20191013821,10,10,True,True
20191013822,10,10,True,True
20191013823,10,10,True,True
20191013824,10,10,True,True
20191013826,10,10,True,True
20191013827,10,10,True,True
20191013829,10,10,True,True
20191013831,10,10,True,True
20191013835,10,10,True,True
20191013836,10,10,True,True
20191013845,10,10,True,True
20191013846,10,10,True,True
20191013850,10,10,True,True
20191013851,10,10,True,True
20191013852,10,10,True,True
20191013853,10,10,True,True
20191013854,10,10,True,True
20191013855,10,10,True,True
20191013856,10,10,True,True
20191013859,10,10,True,True
20191013863,10,10,True,True
20191013864,10,10,True,True
20191013866,10,10,True,True
20191013868,10,10,True,True
20191013870,10,10,True,True
20191013871,10,10,True,True
20191013872,10,10,True,True
20191013873,10,10,True,True
20191013874,10,10,True,True
20191013875,10,10,True,True
20191013876,10,10,True,True
20191013877,10,10,True,True
20191013878,10,10,True,True
20191013879,10,10,True,True
20191013880,10,10,True,True
20191013881,10,10,True,True
20191013882,10,10,True,True
20191013883,10,10,True,True
20191013884,10,10,True,True
20191013885,10,10,True,True
20191013886,10,10,True,True
20191013890,10,10,True,True
20191013895,10,10,True,True
20191013896,10,10,True,True
20191013897,10,10,True,True
20191013899,10,10,True,True
20191013902,10,10,True,True
20191013905,10,10,True,True
20191013907,10,10,True,True
20191013910,10,10,True,True
20191013912,10,10,True,True
20191013915,10,10,True,True
20191013919,10,10,True,True
20191013925,10,10,True,True
20191013928,10,10,True,True
20191013929,10,3,True,False
20191013931,10,10,True,True
20191013933,10,10,True,True
20191013935,10,10,True,True
20191013936,10,10,True,True
20191013939,10,10,True,True
20191013942,10,10,True,True
20191013943,10,10,True,True
20191013945,10,10,True,True
20191013948,10,10,True,True
20191013950,10,10,True,True
20191013951,10,10,True,True
20191013952,10,10,True,True
20191013953,10,10,True,True
20191013954,10,10,True,True
20191013956,10,10,True,True
20191013961,10,10,True,True
20191013962,10,10,True,True
20191013965,10,10,True,True
20191013967,10,10,True,True
20191013971,10,10,True,True
20191013972,10,10,True,True
20191013973,10,10,True,True
20191013976,10,10,True,True
20191013977,10,10,True,True
20191013979,10,10,True,True
20191013980,10,10,True,True
20191013983,10,10,True,True
20191013985,10,10,True,True
20191013986,10,10,True,True
20191013987,10,10,True,True
20191013989,10,10,True,True
20191013991,10,10,True,True
20191013992,10,10,True,True
20191013993,10,10,True,True
20191013997,10,10,True,True
20191014002,10,10,True,True
20191014003,10,10,True,True
20191014006,10,10,True,True
20191014008,10,10,True,True
20191014011,10,10,True,True
20191014013,10,10,True,True
20191014015,10,10,True,True
20191014016,10,10,True,True
20191014019,10,10,True,True
20191014020,10,10,True,True
20191014024,10,10,True,True
20191014026,10,10,True,True
20191014029,10,10,True,True
20191014033,10,10,True,True
20191014059,10,10,True,True
20191014064,10,10,True,True
20191014071,10,10,True,True
20191014080,10,10,True,True
20191014084,10,10,True,True
20191014087,10,10,True,True
20191014090,10,10,True,True
20191014092,10,10,True,True
20191014093,10,10,True,True
20191014094,10,10,True,True
20191014096,10,10,True,True
20191014097,10,10,True,True
20191014100,10,10,True,True
20191014101,10,10,True,True
20191014102,10,10,True,True
20191014103,10,10,True,True
20191014104,10,10,True,True
20191014105,10,10,True,True
20191014106,10,10,True,True
20191014107,10,10,True,True
20191014109,10,10,True,True
20191014110,10,10,True,True
20191014112,10,10,True,True
20191014113,10,10,True,True
20191014117,10,6,True,False
20191014118,10,10,True,True
20191014120,10,10,True,True
20191014123,10,10,True,True
20191014128,10,10,True,True
20191014130,10,10,True,True
20191014131,10,10,True,True
20191014132,10,10,True,True
20191014134,10,10,True,True
20191014136,10,10,True,True
20191014139,10,10,True,True
20191014141,10,10,True,True
20191014142,10,10,True,True
20191014145,10,10,True,True
20191014146,10,10,True,True
20191014148,10,10,True,True
20191014149,10,10,True,True
20191014151,10,10,True,True
20191014152,10,10,True,True
20191014157,10,10,True,True
20191014161,10,10,True,True
20191014163,10,10,True,True
20191014164,10,10,True,True
20191014172,10,10,True,True
20191014176,10,10,True,True
20191014177,10,10,True,True
20191014183,10,10,True,True
20191014186,10,10,True,True
20191014189,10,10,True,True
20191014190,10,10,True,True
20191014192,10,10,True,True
20191014194,10,10,True,True
20191014195,10,10,True,True
20191014196,10,10,True,True
20191014197,10,10,True,True
20191014198,10,10,True,True
20191014201,10,10,True,True
20191014202,10,10,True,True
20191014203,10,10,True,True
20191014207,10,10,True,True
20191014210,10,10,True,True
20191014212,10,9,True,False
20191014215,10,10,True,True
20191014219,10,10,True,True
20191014220,10,10,True,True
20191014221,10,10,True,True
20191014222,10,10,True,True
20191014223,10,10,True,True
20191014224,10,10,True,True
20191014225,10,10,True,True
20191014231,10,10,True,True
20191014235,10,10,True,True
20191014236,10,10,True,True
20191014238,10,10,True,True
20191014241,10,10,True,True
20191014246,10,10,True,True
20191014247,10,10,True,True
20191014248,10,10,True,True
20191014250,10,10,True,True
20191014252,10,10,True,True
20191014255,10,10,True,True
20191014257,10,10,True,True
20191014258,10,10,True,True
20191014259,10,10,True,True
20191014261,10,10,True,True
20191014263,10,10,True,True
20191014264,10,10,True,True
20191014265,10,10,True,True
20191014266,10,10,True,True
20191014268,10,10,True,True
20191014274,10,3,True,False
20191014277,10,10,True,True
20191014280,10,10,True,True
20191014281,10,10,True,True
20191014283,10,10,True,True
20191014284,10,10,True,True
20191014285,10,10,True,True
20191014288,10,10,True,True
20191014289,10,10,True,True
20191014291,10,10,True,True
20191014292,10,10,True,True
20191014294,10,10,True,True
20191014297,10,10,True,True
20191014298,10,10,True,True
20191014300,10,10,True,True
20191014302,10,10,True,True
20191014305,10,10,True,True
20191014307,10,10,True,True
20191014309,10,10,True,True
20191014310,10,10,True,True
20191014314,10,10,True,True
20191014317,10,10,True,True
20191014318,10,10,True,True
20191014319,10,10,True,True
20191014321,10,10,True,True
20191014322,10,10,True,True
20191014323,10,10,True,True
20191014326,10,10,True,True
20191014327,10,10,True,True
20191014331,10,10,True,True
20191014336,10,10,True,True
20191014337,10,10,True,True
20191014338,10,10,True,True
20191014339,10,10,True,True
20191014340,10,10,True,True
20191014342,10,10,True,True
20191014343,10,10,True,True
20191014347,10,10,True,True
20191014353,10,10,True,True
20191014354,10,10,True,True
20191014355,10,10,True,True
20191014357,10,10,True,True
20191014359,10,6,True,False
20191014360,10,10,True,True
20191014363,10,10,True,True
20191014364,10,10,True,True
20191014365,10,10,True,True
20191014369,10,10,True,True
20191014372,10,10,True,True
20191014375,10,10,True,True
20191014376,10,9,True,False
20191014382,10,10,True,True
20191014385,10,10,True,True
20191014387,10,10,True,True
20191014388,10,10,True,True
20191014389,10,10,True,True
20191014392,10,10,True,True
20191014393,10,10,True,True
20191014395,10,10,True,True
20191014396,10,10,True,True
20191014397,10,10,True,True
20191014400,10,10,True,True
20191014404,10,10,True,True
20191014405,10,10,True,True
20191014407,10,10,True,True
20191014413,10,10,True,True
20191014414,10,10,True,True
20191014415,10,10,True,True
20191014416,10,10,True,True
20191014417,10,10,True,True
20191014419,10,10,True,True
20191014420,10,10,True,True
20191014423,10,10,True,True
20191014425,10,10,True,True
20191014427,10,10,True,True
20191014429,10,10,True,True
20191014430,10,10,True,True
20191014431,10,10,True,True
20191014438,10,10,True,True
20191014441,10,10,True,True
20191014442,10,10,True,True
20191014448,10,10,True,True
20191014449,10,10,True,True
20191014451,10,10,True,True
20191014452,10,10,True,True
20191014456,10,10,True,True
20191014458,10,10,True,True
20191014459,10,10,True,True
20191014462,10,10,True,True
