iter	Passed	Remaining
1665	28979	5809
1666	28997	5792
1667	29015	5775
1668	29032	5757
1669	29050	5740
1670	29067	5723
1671	29085	5705
1672	29102	5688
1673	29120	5671
1674	29138	5653
1675	29160	5637
1676	29180	5620
1677	29199	5603
1678	29218	5586
1679	29236	5568
1680	29254	5551
1681	29271	5533
1682	29289	5516
1683	29306	5499
1684	29323	5481
1685	29341	5464
1686	29358	5447
1687	29374	5429
1688	29393	5412
1689	29415	5395
1690	29436	5379
1691	29455	5361
1692	29473	5344
1693	29492	5327
1694	29510	5310
1695	29528	5292
1696	29548	5275
1697	29570	5259
1698	29587	5241
1699	29605	5224
1700	29624	5207
1701	29642	5190
1702	29660	5172
1703	29678	5155
1704	29696	5138
1705	29713	5120
1706	29731	5103
1707	29748	5085
1708	29765	5068
1709	29782	5050
1710	29800	5033
1711	29821	5016
1712	29849	5001
1713	29877	4985
1714	29905	4969
1715	29939	4954
1716	29967	4939
1717	29991	4922
1718	30012	4905
1719	30032	4889
1720	30052	4871
1721	30073	4855
1722	30095	4838
1723	30116	4821
1724	30133	4803
1725	30152	4786
1726	30170	4769
1727	30188	4751
1728	30208	4734
1729	30227	4717
1730	30247	4700
1731	30265	4683
1732	30284	4665
1733	30301	4648
1734	30319	4630
1735	30338	4613
1736	30356	4596
1737	30374	4578
1738	30391	4561
1739	30410	4544
1740	30427	4526
1741	30445	4509
1742	30462	4491
1743	30480	4474
1744	30497	4456
1745	30515	4439
1746	30532	4421
1747	30548	4404
1748	30565	4386
1749	30583	4369
1750	30601	4351
1751	30618	4334
1752	30635	4316
1753	30653	4299
1754	30671	4281
1755	30688	4264
1756	30706	4246
1757	30725	4229
1758	30742	4212
1759	30759	4194
1760	30776	4176
1761	30792	4159
1762	30810	4141
1763	30828	4124
1764	30845	4106
1765	30862	4089
1766	30879	4071
1767	30896	4054
1768	30914	4036
1769	30930	4019
1770	30947	4001
1771	30964	3984
1772	30982	3966
1773	31000	3949
1774	31018	3931
1775	31035	3914
1776	31052	3896
1777	31069	3879
1778	31085	3861
1779	31103	3844
1780	31121	3826
1781	31138	3809
1782	31155	3791
1783	31173	3774
1784	31191	3756
1785	31208	3739
1786	31225	3721
1787	31243	3704
1788	31261	3687
1789	31280	3669
1790	31300	3652
1791	31317	3635
1792	31335	3617
1793	31353	3600
1794	31370	3582
1795	31389	3565
1796	31406	3547
1797	31425	3530
1798	31441	3512
1799	31459	3495
1800	31476	3477
1801	31493	3460
1802	31511	3443
1803	31532	3425
1804	31549	3408
1805	31568	3391
1806	31589	3373
1807	31609	3356
1808	31629	3339
1809	31646	3321
1810	31664	3304
1811	31682	3287
1812	31699	3269
1813	31717	3252
1814	31737	3234
1815	31755	3217
1816	31773	3200
1817	31792	3182
1818	31809	3165
1819	31826	3147
1820	31844	3130
1821	31862	3112
1822	31880	3095
1823	31897	3077
1824	31916	3060
1825	31934	3043
1826	31951	3025
1827	31969	3008
1828	31987	2990
1829	32005	2973
1830	32022	2955
1831	32040	2938
1832	32058	2920
1833	32075	2903
1834	32101	2886
1835	32133	2870
1836	32158	2853
1837	32190	2837
1838	32221	2820
1839	32253	2804
1840	32274	2787
1841	32296	2770
1842	32322	2753
1843	32346	2736
1844	32369	2719
1845	32389	2702
1846	32406	2684
1847	32424	2666
1848	32442	2649
1849	32460	2631
1850	32477	2614
1851	32494	2596
1852	32511	2579
1853	32529	2561
1854	32547	2544
1855	32565	2526
1856	32582	2509
1857	32600	2491
1858	32617	2473
1859	32635	2456
1860	32651	2438
1861	32670	2421
1862	32686	2403
1863	32704	2386
1864	32723	2368
1865	32741	2351
1866	32758	2333
1867	32776	2316
1868	32794	2298
1869	32811	2280
1870	32827	2263
1871	32844	2245
1872	32862	2228
1873	32879	2210
1874	32896	2193
1875	32914	2175
1876	32930	2157
1877	32948	2140
1878	32966	2122
1879	32983	2105
1880	33000	2087
1881	33018	2070
1882	33036	2052
1883	33053	2035
1884	33070	2017
1885	33087	1999
1886	33107	1982
1887	33124	1965
1888	33141	1947
1889	33158	1929
1890	33176	1912
1891	33194	1894
1892	33212	1877
1893	33229	1859
1894	33246	1842
1895	33264	1824
1896	33281	1807
1897	33298	1789
1898	33316	1771
1899	33334	1754
1900	33351	1736
1901	33369	1719
1902	33389	1701
1903	33408	1684
1904	33425	1666
1905	33443	1649
1906	33460	1631
1907	33477	1614
1908	33495	1596
1909	33514	1579
1910	33532	1561
1911	33550	1544
1912	33567	1526
1913	33586	1509
1914	33602	1491
1915	33619	1473
1916	33636	1456
1917	33652	1438
1918	33669	1421
1919	33687	1403
1920	33705	1386
1921	33723	1368
1922	33742	1351
1923	33763	1333
1924	33783	1316
1925	33802	1298
1926	33822	1281
1927	33840	1263
1928	33858	1246
1929	33875	1228
1930	33893	1211
1931	33912	1193
1932	33933	1176
1933	33950	1158
1934	33968	1141
1935	33985	1123
1936	34002	1105
1937	34021	1088
1938	34038	1070
1939	34055	1053
1940	34072	1035
1941	34090	1018
1942	34107	1000
1943	34124	983
1944	34141	965
1945	34160	947
1946	34177	930
1947	34194	912
1948	34212	895
1949	34229	877
1950	34245	860
1951	34262	842
1952	34280	824
1953	34298	807
1954	34317	789
1955	34335	772
1956	34353	754
1957	34372	737
1958	34404	720
1959	34432	702
1960	34463	685
1961	34498	668
1962	34527	650
1963	34556	633
1964	34577	615
1965	34598	598
1966	34620	580
1967	34641	563
1968	34662	545
1969	34687	528
1970	34706	510
1971	34724	493
1972	34742	475
1973	34760	457
1974	34777	440
1975	34795	422
1976	34813	405
1977	34831	387
1978	34849	369
1979	34866	352
1980	34889	334
1981	34906	317
1982	34924	299
1983	34941	281
1984	34959	264
1985	34976	246
1986	34994	228
1987	35011	211
1988	35029	193
1989	35045	176
1990	35063	158
1991	35082	140
1992	35100	123
1993	35117	105
1994	35133	88
1995	35151	70
1996	35169	52
1997	35186	35
1998	35204	17
1999	35221	0
