case:concept:name,pred_outcome,pred_sigmoid_mm_time,pred_uncertainty
20191000255,0.8647018778329771,0.16701871025880116,0.1159323614417403
20191000260,,,
20191000269,0.8646235932391609,0.19358602637835096,0.13817909312349466
20191000366,0.816308661450724,0.23976768841247514,0.17641891175713328
20191000380,,,
20191000382,0.867955607245938,0.25643347323581345,0.18854455343980409
20191000433,,,
20191000490,,,
20191000535,0.0008998409665736915,0.05522960700575944,0.028045724549867385
20191000546,0.8610032153114666,0.17432277289589027,0.11898329187873803
20191000553,0.8044053221392836,0.06067148195603804,0.030403731414553638
20191000568,0.8459950985395925,0.1705107768102668,0.1208473231629861
20191000676,0.8317472104177845,0.17747808542981158,0.1354339261210144
20191000751,0.8475330509080997,0.23976768841247514,0.17641891175713328
20191000782,0.8326307271783132,0.20549415711634295,0.13771617161196328
20191000845,,,
20191000920,,,
20191000928,,,
20191000957,0.5902158590838481,0.33027180404544015,0.09224683990810743
20191001061,0.5985197093503878,0.21880291105094268,0.08381560478344792
20191001073,,,
20191001178,0.7439147587162761,0.06625861900389042,0.08312327632443259
20191001209,0.6814892685190036,0.22403289398780746,0.1783504280162823
20191001270,,,
20191001457,0.888009472108441,0.15310712878265004,0.11583572692467757
20191001560,0.8162823659959736,0.16954527391151006,0.11373887881265288
20191001584,,,
20191001595,0.9233941220215358,0.22546880786199658,0.1753433177055862
20191001604,,,
20191001611,,,
20191001699,0.8862147814222977,0.21196082624726037,0.08939485139757936
20191001826,,,
20191001846,0.4402830401449783,0.33027180404544015,0.09224683990810743
20191001877,0.8296657868875181,0.15771610289936383,0.11039839243380697
20191001909,,,
20191001991,,,
20191001992,0.2925618626506059,0.3382534640965543,0.19916024365721946
20191002027,0.8365745596363879,0.1773808937798686,0.1327910605656023
20191002029,,,
20191002074,0.7622506607066523,0.06625861900389042,0.08312327632443259
20191002078,0.7520112664500677,0.06625861900389042,0.08312327632443259
20191002091,,,
20191002111,0.8771481045846309,0.19252502050036313,0.13204406787218806
20191002163,0.7405988864087161,0.05735520858211877,0.03065369180739561
20191002211,0.8775152660427195,0.17708195058898776,0.13022432764910297
20191002216,0.8797455838040307,0.17526423882348569,0.1288760471361924
20191002277,0.7590790340702711,0.070134538722074,0.08732064847748186
20191002297,0.8550895823906917,0.2268506614886014,0.15705698193115433
20191002394,,,
20191002483,0.8059152060355971,0.22823559559038825,0.17198001560070736
20191002503,0.8457353721590996,0.19249887049121717,0.14951081259625623
20191002511,,,
20191002521,,,
20191002534,,,
20191002537,,,
20191002706,,,
20191002742,0.774283621551606,0.05951546319987049,0.03121634078179264
20191002745,,,
20191002751,,,
20191002759,,,
20191002920,0.8550171269914609,0.17942382916551608,0.1351851398422251
20191002939,0.8174178785523849,0.18238141404725983,0.13933425452123144
20191002953,0.0020383788852549973,0.07337178989602028,0.03790329406463193
20191002956,0.8864044686656201,0.1949478488980991,0.13510216563991864
20191002981,,,
20191003000,0.8342160613132041,0.16743423365007948,0.12723719729989072
20191003019,0.8187538492393304,0.15584495383155145,0.10704403683863245
20191003043,0.7226746192839143,0.20147275719715657,0.08535692455673052
20191003077,,,
20191003263,,,
20191003312,0.7597213163679615,0.07074185846690856,0.08990493154603363
20191003315,0.0011351527850182004,0.17749173224164724,0.1369566483173585
20191003440,0.7817627130530878,0.18096207903570888,0.07111010677492255
20191003465,,,
20191003502,0.8983861205592477,0.17536818558642564,0.1242917402467955
20191003540,,,
20191003568,0.7056266378726873,0.0620812957456007,0.03142322466012381
20191003594,,,
20191003680,,,
20191003699,,,
20191003724,,,
20191003755,,,
20191003756,,,
20191003759,0.7757423745085726,0.06848077181232085,0.07465278348995028
20191003785,0.42873136471059575,0.3083093953697079,0.09718802531161545
20191003861,,,
20191003909,0.0015973364353043529,0.07603312439933932,0.09919044895136044
20191003938,0.33684345047061437,0.31559236297199333,0.10064275730760587
20191004011,0.593814268254588,0.2259463424762776,0.08789437423061806
20191004025,0.5047242622872976,0.2214232172813551,0.06278665262225029
20191004038,,,
20191004043,0.7978427247619598,0.19883824503939368,0.1480936495652343
20191004048,,,
20191004109,0.7433632527604236,0.06699168680610809,0.033607998828079404
20191004146,,,
20191004208,,,
20191004220,,,
20191004224,0.5965692257018104,0.2342627812430448,0.09584901162493786
20191004227,0.7406468813422251,0.07017812169540388,0.10243409981814583
20191004251,0.5932724838593342,0.30591768293233923,0.17262908803404572
20191004267,,,
20191004286,,,
20191004364,0.6064810468275547,0.20824758433583165,0.07411838354878025
20191004374,0.8237841738553572,0.20888893316554305,0.1619124272342522
20191004402,,,
20191004432,,,
20191004440,,,
20191004500,0.7809232974654536,0.07093816841381201,0.1040596417803239
20191004550,0.89389912292975,0.2174923412599173,0.07969402554158311
20191004556,0.5764449826865415,0.20854006150845084,0.07337234230133889
20191004566,0.8742460581268442,0.21045360685208098,0.1547359483851287
20191004680,0.032899097845816794,0.216427421959822,0.18121671077188065
20191004710,0.7587019305206103,0.07025240840541949,0.0919346292943558
20191004805,0.6528036338661241,0.30805619094317727,0.07514245720266655
20191004843,0.8441045466627674,0.167932282719918,0.11875610909858346
20191004854,,,
20191004869,,,
20191004891,0.001286811482411815,0.07013709350769826,0.025996901831216477
20191004909,0.8787758217252165,0.2093320240899295,0.07809678173456708
20191004957,,,
20191004983,0.6322990438061307,0.3662769354523147,0.20708438696405893
20191005120,,,
20191005134,,,
20191005248,,,
20191005294,,,
20191005303,,,
20191005314,,,
20191005347,,,
20191005360,0.8672026162430599,0.20119114280532424,0.13856783796759983
20191005375,,,
20191005395,0.7821459543188894,0.07017812169540388,0.10243409981814583
20191005409,0.013819086673012834,0.16712759553309994,0.14994303328207367
20191005427,,,
20191005428,0.8232944286847105,0.1749054917857501,0.06736558318082961
20191005462,,,
20191005480,,,
20191005537,,,
20191005557,0.7044392151287505,0.20923540871524965,0.1433195133781484
20191005567,,,
20191005632,,,
20191005637,0.8562926121506368,0.22232722292712714,0.17034857623553085
20191005681,,,
20191005698,0.8682226995472617,0.18818219205740552,0.08215661242182278
20191005733,0.0009837171627752061,0.17683876248441452,0.13501112286053965
20191005769,0.86276535325308,0.19252502050036313,0.13204406787218806
20191005838,0.852871450475526,0.22414493469262925,0.1721307356890847
20191005903,,,
20191005922,,,
20191005924,0.189598413553077,0.18518963150089315,0.1305020386927913
20191005966,0.8744483173064034,0.1965910518237487,0.13609760634723794
20191006023,,,
20191006058,0.7271971017677092,0.17013371574046127,0.11528796164015781
20191006064,,,
20191006077,,,
20191006078,0.825046180587051,0.2268506614886014,0.15705698193115433
20191006098,0.8864044686656201,0.1949478488980991,0.13510216563991864
20191006110,0.8457443728369012,0.16496879996008104,0.11649725968489799
20191006142,0.4347159081150663,0.3021587334952024,0.14968717429023626
20191006145,0.8661077734808101,0.1788122417601336,0.13674646678283262
20191006188,0.877408511470175,0.16624421372160592,0.11402148979192339
20191006203,0.8623097295672044,0.16187569546995922,0.11250263722756183
20191006207,,,
20191006210,0.8266070416309376,0.17576305036528034,0.13502623639728975
20191006217,0.6616509831069571,0.09806662716761119,0.04248475627615515
20191006233,0.4929935936199155,0.3159610155806659,0.18996377626006108
20191006273,0.9283480248931786,0.25643347323581345,0.18854455343980409
20191006292,,,
20191006301,,,
20191006309,,,
20191006333,0.9227569055334728,0.22081743881413807,0.17159391729572676
20191006358,,,
20191006382,,,
20191006394,0.6348344340513232,0.20058500243063881,0.05641090091173333
20191006436,,,
20191006502,0.7605151239288782,0.17510682381063827,0.12186940664677269
20191006520,0.8247643376308741,0.1949478488980991,0.13510216563991864
20191006539,0.8671117812721174,0.17689360101642598,0.13109153442280308
20191006585,0.8863555665980378,0.19252502050036313,0.13204406787218806
20191006608,,,
20191006655,0.540349641394839,0.31807883564133144,0.19092006957668295
20191006661,0.7433874898988394,0.05725655550948063,0.044677726110852134
20191006747,0.5792251261497964,0.34235306634143103,0.19420239028881406
20191006756,0.7936245419271792,0.20378987442847102,0.1320480818390343
20191006771,0.8818425304206186,0.23962846076399416,0.18002674023842447
20191006784,0.8769761701374947,0.21546977436938958,0.08927252179965342
20191006788,0.5658675789187058,0.3174198195897405,0.18760069804134638
20191006789,0.8194247633834468,0.0688380073199146,0.09822107552339367
20191006870,0.0012997177653675533,0.08556605852182432,0.036165604673433674
20191006871,,,
20191006880,0.8326964173261754,0.16486502384134719,0.11518501575090759
20191006886,,,
20191006920,0.8007352184505189,0.19294892508269,0.14953079588322155
20191006922,,,
20191006956,,,
20191006987,0.9067430843927662,0.17100680593940631,0.12066712485920567
20191007056,0.35626315897066957,0.3194104788714926,0.08698024441532572
20191007068,0.7755510186926188,0.07093816841381201,0.1040596417803239
20191007079,0.8489733936700843,0.17757170469501565,0.06635124926757342
20191007149,0.7210271311342774,0.07025240840541949,0.0919346292943558
20191007166,,,
20191007291,,,
20191007305,,,
20191007344,,,
20191007413,,,
20191007453,0.0007013100491298501,0.0778294266122541,0.0343336936692039
20191007463,,,
20191007469,0.41397365061935776,0.2849818282579435,0.14020097171889875
20191007472,0.8455622891344726,0.1705107768102668,0.1208473231629861
20191007481,0.8918158250254564,0.24170694189490471,0.17570874754092303
20191007501,,,
20191007510,0.8945242088541674,0.17166476279655815,0.13256525408290032
20191007558,0.0007157471983955919,0.07616395052032868,0.05220552637005135
20191007560,0.8828665839885491,0.1717010083459472,0.13083388532428664
20191007564,,,
20191007570,0.7684201712220783,0.07093816841381201,0.1040596417803239
20191007587,,,
20191007597,0.8686989030735343,0.17168823228688285,0.11660635207342647
20191007623,,,
20191007651,,,
20191007666,,,
20191007668,0.7917308341126373,0.07309842303156375,0.10596965807107603
20191007674,,,
20191007718,0.8712734079095382,0.17031977044870533,0.11564501422100165
20191007810,0.778930843874141,0.07017812169540388,0.10243409981814583
20191007859,0.8478503073508501,0.15965209921961435,0.10978861256312232
20191007866,0.9535060991035315,0.0612786223454906,0.051734009092308283
20191007873,,,
20191007894,0.9275769773034208,0.23976768841247514,0.17641891175713328
20191007895,,,
20191007901,,,
20191007903,0.8064850703828423,0.1705107768102668,0.1208473231629861
20191007908,,,
20191007911,,,
20191007912,0.8537276079988317,0.18030199663623686,0.13684788741610482
20191007948,,,
20191007964,0.7389416727435707,0.07093816841381201,0.1040596417803239
20191007970,,,
20191007975,,,
20191007993,0.7685215014280022,0.07025240840541949,0.0919346292943558
20191008000,0.937003916767582,0.25564996770024895,0.18773278604392504
20191008019,,,
20191008041,,,
20191008066,0.9399928228759689,0.25643347323581345,0.18854455343980409
20191008071,0.9128512383628271,0.22081743881413807,0.17159391729572676
20191008074,0.8309788738287137,0.0688380073199146,0.09822107552339367
20191008076,,,
20191008079,0.9128490466106866,0.22081743881413807,0.17159391729572676
20191008080,0.9003109049171618,0.21935278384565576,0.16734688552089863
20191008096,,,
20191008111,,,
20191008116,0.8581799547464587,0.2268506614886014,0.15705698193115433
20191008140,0.7024922110407522,0.195636600843054,0.08290027358989344
20191008155,,,
20191008169,,,
20191008273,0.9184122832050766,0.15080792255608988,0.11364173263981357
20191008283,0.6946314845345545,0.18925899552034875,0.1372615991833436
20191008295,,,
20191008323,0.9233941220215358,0.22546880786199658,0.1753433177055862
20191008334,0.7520899732638875,0.201154844298635,0.08263914726616507
20191008335,,,
20191008349,0.7986167434594555,0.07073434801358983,0.08812430331894307
20191008358,0.8235033469522874,0.06387558515336597,0.03671170896874305
20191008359,0.7254328061338646,0.07706396244349058,0.05768720858976019
20191008362,0.801084429103051,0.07074185846690856,0.08990493154603363
20191008363,0.7046433397758078,0.19907526846233092,0.08461286930528383
20191008378,,,
20191008380,0.8995667548428438,0.23976768841247514,0.17641891175713328
20191008388,,,
20191008393,,,
20191008402,,,
20191008415,0.8242804939688134,0.16591411394339572,0.05889798183741285
20191008420,0.877034378299821,0.16624421372160592,0.11402148979192339
20191008442,,,
20191008443,,,
20191008445,,,
20191008446,,,
20191008454,,,
20191008456,,,
20191008469,,,
20191008473,0.594038171571753,0.32319055189048795,0.1829602836263219
20191008481,0.44214401092142663,0.30579521690610373,0.082554691507931
20191008500,0.814671577135561,0.16513181443662753,0.12342944044728153
20191008537,,,
20191008564,0.8253408827297487,0.20368037526928662,0.1539954625802808
20191008566,0.9530135211467046,0.2504785456691655,0.18057210337382715
20191008612,0.7753485128277574,0.08238301535773193,0.10794393265752542
20191008645,0.7137153041729404,0.2066082469098116,0.13488287844320962
20191008646,0.891927215551749,0.25643347323581345,0.18854455343980409
20191008668,0.43729240075407577,0.33144588187609936,0.08848011030310073
20191008691,,,
20191008693,,,
20191008720,0.8810706874351385,0.21778857297660692,0.1669883924303691
20191008742,0.6778842905267454,0.18605265377742425,0.11812422493693144
20191008751,,,
20191008755,0.8928187544721098,0.2425971938851855,0.17697934497488324
20191008774,0.6464556776097246,0.1965481342993338,0.07314265273768766
20191008797,,,
20191008808,,,
20191008812,0.6739343356431442,0.19803479884335082,0.08450546930673605
20191008816,,,
20191008827,0.7088851769790975,0.20576026186751412,0.13065717702023255
20191008833,0.8731093734723718,0.20255960464350176,0.1397197294578145
20191008838,,,
20191008840,0.8013338400602815,0.07073434801358983,0.08812430331894307
20191008846,0.8300521343832302,0.16236747194722234,0.11281064447841628
20191008862,0.8181437676986593,0.18574713643954163,0.083231041068838
20191008891,0.805054751988155,0.1831108021629817,0.1388346119238022
20191008913,0.8853699778816573,0.17843544446499646,0.1281451703468204
20191008924,0.8901791835191469,0.18449203171495526,0.13526813419832728
20191008932,,,
20191008940,0.9087197939829175,0.25789451687034626,0.18758415042899373
20191008960,0.8733104018306957,0.1846732439352763,0.08226919113206771
20191008965,,,
20191008973,0.815747439449502,0.17523428923692333,0.06677284184769766
20191008981,0.6924885985456896,0.20968663877975222,0.1365744673785311
20191008983,,,
20191008985,0.7540690738288098,0.18898062671317356,0.07980349262605847
20191008989,0.8674314164456287,0.2425971938851855,0.17697934497488324
20191008994,,,
20191008995,,,
20191009007,,,
20191009021,0.8955046462217374,0.21246038408988155,0.1625918589075724
20191009058,0.8654578900029989,0.2042045835909121,0.13878852071467823
20191009071,,,
20191009078,0.8649415313007486,0.17523428923692333,0.06677284184769766
20191009080,0.6100505956813115,0.3078391012906443,0.1829666888339138
20191009081,0.8720737831349397,0.21373997602212622,0.16106885652862674
20191009087,0.7771324230217382,0.07066757175689295,0.10017259875648807
20191009105,,,
20191009106,,,
20191009120,0.793917415615379,0.20630786508156468,0.1538586666865458
20191009140,0.8671386248082241,0.19251057939241994,0.15180499706187733
20191009168,0.4675426147771558,0.31379376318881347,0.18580536984752766
20191009183,0.7801730532921634,0.18360450425676356,0.07422364131049396
20191009224,0.8513427167555095,0.2053053791953378,0.15522596617538317
20191009239,,,
20191009269,0.7976738008593398,0.07073434801358983,0.08812430331894307
20191009273,0.7976738008593398,0.07073434801358983,0.08812430331894307
20191009284,,,
20191009285,0.8945745208809718,0.183086813512855,0.1309451970714964
20191009303,0.29329415634334544,0.18518963150089315,0.1305020386927913
20191009316,,,
20191009322,0.8134682008736018,0.18096207903570888,0.07111010677492255
20191009331,,,
20191009378,0.8110223753957589,0.24318430051157602,0.17487129077608074
20191009379,0.8404393816277896,0.20685713330704186,0.1361419826259951
20191009382,0.9054614640102513,0.25176395120773176,0.18745475635401707
20191009391,0.956886810178099,0.06395477274446304,0.03815860036416747
20191009423,,,
20191009426,0.7612567677435788,0.17510682381063827,0.12186940664677269
20191009436,0.7824837402692066,0.061327078696445214,0.035556707488738085
20191009437,0.6087090935702866,0.31904617720947226,0.18996051875066722
20191009442,0.7667310527849441,0.08286495496590227,0.10347008451509943
20191009443,,,
20191009445,0.7965208396905963,0.07073434801358983,0.08812430331894307
20191009465,,,
20191009485,,,
20191009496,0.7945886819808006,0.07473638139590164,0.09893341367940203
20191009505,0.8958820216322415,0.23976768841247514,0.17641891175713328
20191009519,0.7654831849881414,0.061327078696445214,0.035556707488738085
20191009524,0.01360977441646929,0.17225789287837,0.15831951144041714
20191009525,,,
20191009535,0.8585737207807731,0.18267431994945318,0.13386763252057016
20191009542,,,
20191009581,,,
20191009585,,,
20191009592,0.7359223305049041,0.07142010802198234,0.09974678209827523
20191009599,0.8073904539201826,0.170038216558064,0.06169965068052788
20191009616,,,
20191009626,0.7351873645987453,0.07142010802198234,0.09974678209827523
20191009630,,,
20191009638,0.5119025302651387,0.3042789932927932,0.07195803627357399
20191009677,0.8701580636737937,0.16624421372160592,0.11402148979192339
20191009680,,,
20191009681,0.8404393816277896,0.20685713330704186,0.1361419826259951
20191009686,0.7483825042103174,0.18784093921359368,0.15463261518460825
20191009711,0.4828990619134179,0.3042789932927932,0.07195803627357399
20191009713,0.8646543356857012,0.17167980055463922,0.13547915625679266
20191009721,0.6882392777987892,0.19366681473731406,0.07370445319182692
20191009722,,,
20191009727,,,
20191009734,0.8671093218400413,0.17239693191412309,0.12460492500787264
20191009739,0.7778172757975553,0.07142010802198234,0.09974678209827523
20191009759,0.8086979647884267,0.17926112902857866,0.07493497299598062
20191009788,,,
20191009789,,,
20191009797,,,
20191009815,,,
20191009817,0.5966110267867306,0.31255459257764906,0.18685604319570623
20191009819,0.8841213849660043,0.2070101315331994,0.15983324306981686
20191009830,,,
20191009831,0.8451559908195386,0.06939423363810054,0.0844998283491826
20191009836,0.5709697522915219,0.20877983200399453,0.0588476982327721
20191009841,,,
20191009850,0.9280783012129004,0.22081743881413807,0.17159391729572676
20191009868,,,
20191009939,0.8947766670158446,0.18147549514086397,0.140438829388897
20191009945,,,
20191009948,,,
20191009969,,,
20191009973,0.8846843389080342,0.1788122417601336,0.13674646678283262
20191009979,0.8984413668586251,0.17988613426439892,0.1383452375817029
20191009982,,,
20191009984,,,
20191010024,0.7898059530651921,0.2268506614886014,0.15705698193115433
20191010030,,,
20191010039,,,
20191010046,,,
20191010048,0.7561688046570532,0.2088867978402858,0.13985236796636596
20191010053,0.7702716233137425,0.1992400122250329,0.12717399183867276
20191010054,0.5994294657542039,0.19043914367565862,0.13912233585080014
20191010056,,,
20191010059,0.5566568577718094,0.20047458253015527,0.14642690432374678
20191010079,,,
20191010088,,,
20191010116,0.8869741804200804,0.18753930486594722,0.14217260756091613
20191010121,0.590522812016528,0.3765619585149889,0.2063548825967326
20191010124,,,
20191010126,0.8938617850597659,0.23962846076399416,0.18002674023842447
20191010151,,,
20191010155,,,
20191010159,0.9102171153322574,0.17536818558642564,0.1242917402467955
20191010179,,,
20191010185,,,
20191010206,,,
20191010208,0.8828644254299427,0.18142477283638442,0.13120051074842823
20191010213,0.8949842036804215,0.25643347323581345,0.18854455343980409
20191010218,0.76953799563354,0.07358036263973408,0.10157763578466412
20191010237,,,
20191010241,0.7318322301272565,0.17467383423730296,0.11606080665211213
20191010250,0.5814207955586769,0.3662769354523147,0.20708438696405893
20191010271,,,
20191010273,0.5829600659311188,0.1652992829504259,0.11231322156431152
20191010278,0.4341716850760824,0.3322569722679281,0.10023170263614012
20191010279,,,
20191010281,0.8363157429479423,0.17183823290717926,0.06533984498693456
20191010286,0.8581008921659218,0.20378987442847102,0.1320480818390343
20191010289,0.8429305980116928,0.1764896019550378,0.0667675485176603
20191010292,0.8873471112693794,0.17747808542981158,0.1354339261210144
20191010296,,,
20191010299,,,
20191010305,,,
20191010322,0.8952700405207484,0.18142477283638442,0.13120051074842823
20191010328,0.8373080872536433,0.18137588914050218,0.13844784397392518
20191010329,0.37592866032617084,0.31388986691049414,0.09862119964788506
20191010335,,,
20191010347,,,
20191010350,0.8938617850597659,0.23962846076399416,0.18002674023842447
20191010367,,,
20191010394,,,
20191010408,,,
20191010411,,,
20191010414,0.7425523947594144,0.07142010802198234,0.09974678209827523
20191010418,0.8146987524312829,0.06312136810421048,0.04154085111671463
20191010421,0.7318322301272565,0.17467383423730296,0.11606080665211213
20191010430,,,
20191010433,0.6030420538546337,0.30833073187099636,0.18684339994435656
20191010448,,,
20191010483,,,
20191010484,0.8713233947389576,0.2070101315331994,0.15983324306981686
20191010497,0.7425160200886787,0.059805094730291206,0.041882373916088976
20191010506,0.467613305097564,0.3118183434918372,0.0970550313877629
20191010510,,,
20191010512,,,
20191010514,0.7483571939367583,0.17846688954024653,0.12894984234577148
20191010516,0.8125753569389284,0.07473638139590164,0.09893341367940203
20191010529,,,
20191010532,0.7695850446279142,0.1911009488631093,0.07477106354472185
20191010543,,,
20191010555,0.6435133042908998,0.1972629584627857,0.08394307238791644
20191010563,0.9170846596084055,0.17286747756488854,0.12280798638381915
20191010564,0.643178270260426,0.19356507742439705,0.08158376377541642
20191010565,,,
20191010567,,,
20191010580,0.55466863303336,0.3174198195897405,0.18760069804134638
