case_id,n_valid_pairs,method,pop_size,n_generations,time_s,hv_ratio,igd,n_front_points
207518,310,nsga2,10.0,3.0,0.09984588623046875,0.7448057400513578,0.29435028184515627,2
207518,310,nsga2,10.0,5.0,0.172196626663208,0.7927966471714185,0.2439359246793369,2
207518,310,nsga2,10.0,7.0,0.22649383544921875,0.7927966471714185,0.2439359246793369,2
207518,310,nsga2,10.0,10.0,0.3167300224304199,0.853127343139696,0.23530445101474115,3
207518,310,nsga2,20.0,3.0,0.09664511680603027,0.79280346985106,0.018961067621357536,3
207518,310,nsga2,20.0,5.0,0.16767311096191406,0.890217355792301,0.01045474320791718,4
207518,310,nsga2,20.0,7.0,0.24829840660095215,1.0,0.0,6
207518,310,nsga2,20.0,10.0,0.3536381721496582,1.0,0.0,6
207518,310,nsga2,30.0,3.0,0.10466170310974121,0.7949374449293152,0.05831652380215685,4
207518,310,nsga2,30.0,5.0,0.190629243850708,0.8203847994274255,0.05649325425883541,5
207518,310,nsga2,30.0,7.0,0.34894871711730957,1.0,0.0,6
207518,310,nsga2,30.0,10.0,0.4283931255340576,1.0,0.0,6
207518,310,nsga2,50.0,3.0,0.1150369644165039,1.0,0.0,6
207518,310,nsga2,50.0,5.0,0.24881982803344727,1.0,0.0,6
207518,310,nsga2,50.0,7.0,0.34931087493896484,1.0,0.0,6
207518,310,nsga2,50.0,10.0,0.5156416893005371,1.0,0.0,6
207825,310,exhaustive,,,0.048734426498413086,1.0,0.0,4
207825,310,nsga2,10.0,3.0,0.08348202705383301,0.7151638329936603,0.27827621089378163,1
207825,310,nsga2,10.0,5.0,0.1481037139892578,0.7099890474262458,0.23872500244382752,2
207825,310,nsga2,10.0,7.0,0.2536745071411133,0.7151761925308819,0.22196022893548675,2
207825,310,nsga2,10.0,10.0,0.38018035888671875,0.7151761925308819,0.22196022893548675,2
207825,310,nsga2,20.0,3.0,0.09536337852478027,0.7026549773799492,0.026937030955641185,3
207825,310,nsga2,20.0,5.0,0.17016386985778809,0.9999990037321023,0.014764929576859733,3
207825,310,nsga2,20.0,7.0,0.23900914192199707,0.9999990037321023,0.014764929576859733,3
207825,310,nsga2,20.0,10.0,0.33449459075927734,0.9999990037321023,0.014764929576859733,3
207825,310,nsga2,30.0,3.0,0.11185050010681152,0.7102156461346034,0.04256334489252721,4
207825,310,nsga2,30.0,5.0,0.19079208374023438,0.7337186604057722,0.020574450684244544,3
207825,310,nsga2,30.0,7.0,0.26735687255859375,0.9999990037321023,0.014764929576859733,3
207825,310,nsga2,30.0,10.0,0.39360833168029785,1.0,0.0,4
207825,310,nsga2,50.0,3.0,0.2024521827697754,0.7822420914658397,0.05548393354209848,4
207825,310,nsga2,50.0,5.0,0.2635767459869385,0.879229775005351,0.005920378249574274,4
207825,310,nsga2,50.0,7.0,0.3826150894165039,1.0,0.0,4
207825,310,nsga2,50.0,10.0,0.6083931922912598,1.0,0.0,4
208196,310,exhaustive,,,0.02058553695678711,1.0,0.0,6
208196,310,nsga2,10.0,3.0,0.09913420677185059,0.42232118691461146,0.039998254170134744,3
208196,310,nsga2,10.0,5.0,0.15078449249267578,0.49429519419423756,0.021831365629329347,4
208196,310,nsga2,10.0,7.0,0.22650384902954102,0.5358992849220354,0.018107939920506768,4
208196,310,nsga2,10.0,10.0,0.34423112869262695,0.6013865827110786,0.016457091963801015,5
208196,310,nsga2,20.0,3.0,0.16015338897705078,0.8219001473207543,0.05834558755657787,4
208196,310,nsga2,20.0,5.0,0.1949782371520996,0.9999940688370106,0.018166888540805396,5
208196,310,nsga2,20.0,7.0,0.2736825942993164,1.0,0.0,6
208196,310,nsga2,20.0,10.0,0.3580625057220459,1.0,0.0,6
208196,310,nsga2,30.0,3.0,0.11113572120666504,0.6038294716111916,0.06851069826473184,2
208196,310,nsga2,30.0,5.0,0.1808466911315918,0.6779135309579817,0.026952827237096477,4
208196,310,nsga2,30.0,7.0,0.29392528533935547,1.0,0.0,6
208196,310,nsga2,30.0,10.0,0.41765785217285156,1.0,0.0,6
208196,310,nsga2,50.0,3.0,0.11045169830322266,0.9874788870395528,0.0034834792287006776,6
208196,310,nsga2,50.0,5.0,0.26468348503112793,1.0,0.0,6
208196,310,nsga2,50.0,7.0,0.4369809627532959,1.0,0.0,6
208196,310,nsga2,50.0,10.0,0.540123701095581,1.0,0.0,6
208577,310,exhaustive,,,0.03148698806762695,1.0,0.0,4
208577,310,nsga2,10.0,3.0,0.09821200370788574,0.8232549995170817,0.24580027438622304,2
208577,310,nsga2,10.0,5.0,0.15247249603271484,0.8246786278812727,0.24580027438622304,3
208577,310,nsga2,10.0,7.0,0.22149872779846191,0.9225954836960901,0.21105245364572464,2
208577,310,nsga2,10.0,10.0,0.31047630310058594,0.9225954836960901,0.21105245364572464,2
208577,310,nsga2,20.0,3.0,0.08695745468139648,0.9999901684497616,0.04356018774360624,2
208577,310,nsga2,20.0,5.0,0.14937615394592285,0.8645549623527281,0.02731695318278078,4
208577,310,nsga2,20.0,7.0,0.26379942893981934,1.0,0.0,4
208577,310,nsga2,20.0,10.0,0.4087226390838623,1.0,0.0,4
208577,310,nsga2,30.0,3.0,0.11888527870178223,0.8654290660779236,0.030076841434099593,5
208577,310,nsga2,30.0,5.0,0.1972050666809082,0.8654290660779236,0.030076841434099593,5
208577,310,nsga2,30.0,7.0,0.2718522548675537,0.9974440065313294,0.0027598882513188124,4
208577,310,nsga2,30.0,10.0,0.4000682830810547,1.0,0.0,4
208577,310,nsga2,50.0,3.0,0.12175941467285156,0.932959624795931,0.004593694207753945,5
208577,310,nsga2,50.0,5.0,0.2241208553314209,1.0,0.0,4
208577,310,nsga2,50.0,7.0,0.33225512504577637,1.0,0.0,4
208577,310,nsga2,50.0,10.0,0.6451544761657715,1.0,0.0,4
208967,310,exhaustive,,,0.032355308532714844,1.0,0.0,8
208967,310,nsga2,10.0,3.0,0.09957361221313477,0.6719632173151232,0.07003920245630775,5
208967,310,nsga2,10.0,5.0,0.14046525955200195,0.6719633816066879,0.06828275385717796,5
208967,310,nsga2,10.0,7.0,0.19217562675476074,0.6813887146284355,0.06488560026545515,7
208967,310,nsga2,10.0,10.0,0.2993166446685791,0.6853256775702246,0.06479590029117509,8
208967,310,nsga2,20.0,3.0,0.09897494316101074,0.8172509592545757,0.04818187976745917,5
208967,310,nsga2,20.0,5.0,0.1661977767944336,0.9817562320053731,0.01698223663358121,6
208967,310,nsga2,20.0,7.0,0.23631024360656738,0.9817562320053731,0.01698223663358121,6
208967,310,nsga2,20.0,10.0,0.34446287155151367,0.9817600783157521,0.006723978024061577,7
208967,310,nsga2,30.0,3.0,0.09490561485290527,0.8962650516081474,0.049797494723350016,4
208967,310,nsga2,30.0,5.0,0.2453765869140625,0.8284636688470133,0.02815166387566348,6
208967,310,nsga2,30.0,7.0,0.2919747829437256,0.948229705286888,0.010258258609519632,7
208967,310,nsga2,30.0,10.0,0.38730669021606445,1.0,0.0,8
208967,310,nsga2,50.0,3.0,0.12287521362304688,0.8962745948205405,0.019341464078894737,5
208967,310,nsga2,50.0,5.0,0.21519708633422852,0.9299897836026402,0.01698223663358121,6
208967,310,nsga2,50.0,7.0,0.32565975189208984,0.9817600783157521,0.006723978024061577,7
208967,310,nsga2,50.0,10.0,0.4820985794067383,1.0,0.0,8
209371,310,exhaustive,,,0.026407480239868164,1.0,0.0,8
209371,310,nsga2,10.0,3.0,0.08703923225402832,0.6390258748302386,0.06106927498646697,4
209371,310,nsga2,10.0,5.0,0.15423917770385742,0.6459321713801501,0.054710004860362094,5
209371,310,nsga2,10.0,7.0,0.32512855529785156,0.6504375085155553,0.05218655590817737,6
209371,310,nsga2,10.0,10.0,0.3698892593383789,0.6852811113075605,0.04703025986123615,7
209371,310,nsga2,20.0,3.0,0.10041427612304688,0.7451734579688867,0.0844631719076204,4
209371,310,nsga2,20.0,5.0,0.18196630477905273,0.7645442269808527,0.046140418007514464,5
209371,310,nsga2,20.0,7.0,0.241408109664917,0.7666104283570722,0.04096109633632242,7
209371,310,nsga2,20.0,10.0,0.35213565826416016,0.7666104283570722,0.04096109633632242,7
209371,310,nsga2,30.0,3.0,0.0966639518737793,0.8981478937849842,0.016981776312791234,7
209371,310,nsga2,30.0,5.0,0.1958768367767334,0.9627096247063659,0.010024035023291923,6
209371,310,nsga2,30.0,7.0,0.2804605960845947,0.9627096247063659,0.010024035023291923,6
209371,310,nsga2,30.0,10.0,0.49909281730651855,1.0,0.0,8
209371,310,nsga2,50.0,3.0,0.12501192092895508,0.999998435997828,0.005156296046941223,7
209371,310,nsga2,50.0,5.0,0.21126365661621094,0.999998435997828,0.005156296046941223,7
209371,310,nsga2,50.0,7.0,0.3402707576751709,1.0,0.0,8
209371,310,nsga2,50.0,10.0,0.45523619651794434,1.0,0.0,8
209760,310,exhaustive,,,0.10292649269104004,1.0,0.0,8
209760,310,nsga2,10.0,3.0,0.09605097770690918,0.6807626962897734,0.08852163564560414,4
209760,310,nsga2,10.0,5.0,0.15097522735595703,0.6818878409709888,0.08768826824148786,4
209760,310,nsga2,10.0,7.0,0.2351243495941162,0.6818878409709888,0.08768826824148786,4
209760,310,nsga2,10.0,10.0,0.3546137809753418,0.7672301775966918,0.07410771761147587,3
209760,310,nsga2,20.0,3.0,0.13442373275756836,0.8592657993554934,0.04726170520156878,3
209760,310,nsga2,20.0,5.0,0.1975421905517578,0.8592677990326192,0.03499930280991649,5
209760,310,nsga2,20.0,7.0,0.25475287437438965,0.8592677990326192,0.03499930280991649,5
209760,310,nsga2,20.0,10.0,0.3455810546875,0.8592677990326192,0.03499930280991649,5
209760,310,nsga2,30.0,3.0,0.09395384788513184,0.8981865650049673,0.01628856965747632,5
209760,310,nsga2,30.0,5.0,0.20160984992980957,0.9583426196310051,0.003580703668108399,7
209760,310,nsga2,30.0,7.0,0.28206849098205566,1.0,0.0,8
209760,310,nsga2,30.0,10.0,0.39452075958251953,1.0,0.0,8
209760,310,nsga2,50.0,3.0,0.11355376243591309,0.8469375133472696,0.0279101359304394,4
209760,310,nsga2,50.0,5.0,0.28583598136901855,0.8630464103088397,0.020320456180174293,7
209760,310,nsga2,50.0,7.0,0.4018104076385498,1.0,0.0,8
209760,310,nsga2,50.0,10.0,0.5247573852539062,1.0,0.0,8
206432,352,exhaustive,,,0.03863978385925293,1.0,0.0,5
206432,352,nsga2,10.0,3.0,0.08803820610046387,8.021976472908927e-05,0.13335465358672632,3
206432,352,nsga2,10.0,5.0,0.1397862434387207,8.276155080452692e-05,0.3168518798476717,1
206432,352,nsga2,10.0,7.0,0.21747159957885742,8.276155080452692e-05,0.3168518798476717,1
206432,352,nsga2,10.0,10.0,0.3115715980529785,0.5074991413145711,0.265473256690128,2
206432,352,nsga2,20.0,3.0,0.09670233726501465,0.9634690317205636,0.0368877354570435,3
206432,352,nsga2,20.0,5.0,0.15847015380859375,0.9634690317205636,0.0368877354570435,3
206432,352,nsga2,20.0,7.0,0.2667553424835205,0.9999988706419967,0.006185199186445665,4
206432,352,nsga2,20.0,10.0,0.43199777603149414,0.9999988706419967,0.006185199186445665,4
206432,352,nsga2,30.0,3.0,0.09620499610900879,0.3047562118114045,0.06907565806435659,2
206432,352,nsga2,30.0,5.0,0.2058115005493164,1.0,0.0,5
206432,352,nsga2,30.0,7.0,0.27852940559387207,1.0,0.0,5
206432,352,nsga2,30.0,10.0,0.38673853874206543,1.0,0.0,5
206432,352,nsga2,50.0,3.0,0.11013650894165039,0.9999988706419967,0.006185199186445665,4
206432,352,nsga2,50.0,5.0,0.22348999977111816,1.0,0.0,5
206432,352,nsga2,50.0,7.0,0.31227850914001465,1.0,0.0,5
206432,352,nsga2,50.0,10.0,0.6361517906188965,1.0,0.0,5
208457,352,exhaustive,,,0.04035353660583496,1.0,0.0,6
208457,352,nsga2,10.0,3.0,0.0980379581451416,0.06695309468916727,0.09389947611275402,3
208457,352,nsga2,10.0,5.0,0.15953612327575684,0.7783414543856247,0.3394598289361945,2
208457,352,nsga2,10.0,7.0,0.23468661308288574,0.7783414543856247,0.3394598289361945,2
208457,352,nsga2,10.0,10.0,0.3208284378051758,0.8924857943026245,0.2356165495557185,3
208457,352,nsga2,20.0,3.0,0.08790016174316406,0.7724613132209746,0.048902397907476726,3
208457,352,nsga2,20.0,5.0,0.15854525566101074,0.7825828827134202,0.034062642685606555,4
208457,352,nsga2,20.0,7.0,0.22424721717834473,1.0,0.0,6
208457,352,nsga2,20.0,10.0,0.3150818347930908,1.0,0.0,6
208457,352,nsga2,30.0,3.0,0.10248804092407227,0.9655392282238591,0.01608365124235681,3
208457,352,nsga2,30.0,5.0,0.253110408782959,0.9655413406127876,0.006094185618010755,4
208457,352,nsga2,30.0,7.0,0.30016541481018066,0.9655413406127876,0.006094185618010755,4
208457,352,nsga2,30.0,10.0,0.38269805908203125,1.0,0.0,6
208457,352,nsga2,50.0,3.0,0.11633157730102539,0.8077316923105146,0.04049540265127617,5
208457,352,nsga2,50.0,5.0,0.23605585098266602,1.0,0.0,6
208457,352,nsga2,50.0,7.0,0.34893131256103516,1.0,0.0,6
208457,352,nsga2,50.0,10.0,0.5092587471008301,1.0,0.0,6
197530,373,exhaustive,,,0.046210527420043945,1.0,0.0,4
197530,373,nsga2,10.0,3.0,0.08816957473754883,0.08289064599440533,0.026034302851797052,4
197530,373,nsga2,10.0,5.0,0.20366787910461426,0.29586773502370023,0.01893587614082643,4
197530,373,nsga2,10.0,7.0,0.25782227516174316,0.14142192731569148,0.0039356627356399035,4
197530,373,nsga2,10.0,10.0,0.3133211135864258,0.24569985927422064,0.0032777918950142606,4
197530,373,nsga2,20.0,3.0,0.0950016975402832,0.02473467609612919,0.019835839408987394,3
197530,373,nsga2,20.0,5.0,0.1907055377960205,0.827012981772666,0.0022912899410403404,5
197530,373,nsga2,20.0,7.0,0.2803792953491211,0.9999925244921718,0.0005737622111965379,4
197530,373,nsga2,20.0,10.0,0.4395148754119873,0.9999925244921718,0.0005737622111965379,4
197530,373,nsga2,30.0,3.0,0.09324073791503906,0.1254231733945017,0.008927682148764323,3
197530,373,nsga2,30.0,5.0,0.1754002571105957,0.5283621526363487,0.005649890253750063,3
197530,373,nsga2,30.0,7.0,0.281919002532959,1.0,0.0,4
197530,373,nsga2,30.0,10.0,0.544865608215332,1.0,0.0,4
197530,373,nsga2,50.0,3.0,0.11161422729492188,0.5005682894990744,0.01682976775384688,7
197530,373,nsga2,50.0,5.0,0.2312483787536621,1.0,0.0,4
197530,373,nsga2,50.0,7.0,0.4012768268585205,1.0,0.0,4
197530,373,nsga2,50.0,10.0,0.6518032550811768,1.0,0.0,4
207482,373,exhaustive,,,0.03312802314758301,1.0,0.0,4
207482,373,nsga2,10.0,3.0,0.10210537910461426,0.264058183591594,0.016629977964229485,4
207482,373,nsga2,10.0,5.0,0.1661379337310791,0.29793056693848746,0.016629977964229485,5
207482,373,nsga2,10.0,7.0,0.3102896213531494,0.3017447151139589,0.016629977964229485,6
207482,373,nsga2,10.0,10.0,0.3750455379486084,0.32959330893167255,0.017289540048373526,5
207482,373,nsga2,20.0,3.0,0.09458541870117188,0.21085564898023063,0.013277479481968637,4
207482,373,nsga2,20.0,5.0,0.18938946723937988,0.990594842316273,0.17546904358276524,3
207482,373,nsga2,20.0,7.0,0.24211430549621582,0.9905948790881732,0.004353949774277146,4
207482,373,nsga2,20.0,10.0,0.3686645030975342,0.9905948790881732,0.004353949774277146,4
207482,373,nsga2,30.0,3.0,0.0953209400177002,0.07669118903374292,0.03275034664345978,3
207482,373,nsga2,30.0,5.0,0.17027759552001953,0.13561809877352107,0.01916123300759986,5
207482,373,nsga2,30.0,7.0,0.2689328193664551,0.33048606031103256,0.015603864944641666,5
207482,373,nsga2,30.0,10.0,0.4755713939666748,0.3327172715566203,0.015603864944641666,6
207482,373,nsga2,50.0,3.0,0.14173674583435059,0.25559960483373856,0.016629977964229485,6
207482,373,nsga2,50.0,5.0,0.25856471061706543,0.9906472254721854,0.002654074160734844,5
207482,373,nsga2,50.0,7.0,0.32667040824890137,0.9913323001896985,0.0016856751037318625,4
207482,373,nsga2,50.0,10.0,0.508148193359375,1.0,0.0,4
